affiliation_id,affiliation_name
10174,@empal.com
10175,@hs-furtwangen.de
10176,@ncl.ac.uk
10177,@etsmtl.ca
10178,@krict.re.kr
10179,@cmnh.org
10180,@gstt.nhs.uk
10181,@mcccalicut.org
10182,@mail.iap.ac.cn
10183,@psmmc.med.sa
10184,@ut.ee
10185,@univ-grenoble-alpes.fr
10186,@dhigroup.com
10187,@csulb.edu
10188,@geo.uu.se
10189,@fao.org
10190,@myfwc.com
10191,@math.univ-toulouse.fr
10192,@cio.mx
10193,@crs4.it
10194,@cs.ucr.edu
10195,@hospvd.ch
10196,@live.concordia.ca
10197,@mchtr.pw.edu.pl
10198,@dimes.unical.it
10199,@ifsc.usp.br
10200,@student.leedsbeckett.ac.uk
10201,@cl.cam.ac.uk
10202,@twofish-marine.com
10203,@fcsaude.ubi.pt
10204,@in.tum.de
10205,@chu-amiens.fr
10206,@cnrs-imn.fr
10207,@umin.ac.jp
10208,@av.it.pt
10209,@uanl.edu.mx
10210,@ms.xjb.ac.cn
10211,@kfsyscc.org
10212,@mccme.ru
10213,@wias-berlin.de
10214,@hums.ac.ir
10215,@vega.protres.ru
10216,@go.tuat.ac.jp
10217,@brynmawr.edu
10218,@raffles-university.edu.my
10219,@unisa.edu.au
10220,@mu.edu.tr
10221,@doktorant.umk.pl
10222,@kennesaw.edu
10223,@innervations.com
10224,@kmf.uz.ua
10225,@dynotx.com
10226,@neu.edu.vn
10227,@econ.umd.edu
10228,@stdmail.ump.edu.my
10229,@su.edu.tr
10230,@insp.mx
10231,@dmmd.uzh.ch
10232,@my.cityu.edu.hk
10233,@mi.infn.it
10234,@rhrk.uni-kl.de
10235,@ucdenver.edu
10236,@warwick.ac.uk
10237,@cl.aoyama.ac.jp
10238,@ugto.mx
10239,@ddu.ac.in
10240,@iscm.ac.in
10241,@arpa.fvg.it
10242,@crc.mui.ac.ir
10243,@unimedizin-mainz.de
10244,@itbhu.ac.in
10245,@geo.haifa.ac.il
10246,@dieei.unict.it
10247,@indsci.com
10248,@dicca.unige.it
10249,@bsmrau.edu.bd
10250,@luc.edu
10251,@telecom-paristech.fr
10252,@imu.edu.my
10253,@aau.at
10254,@iips.net
10255,@jaydevchemicals.com
10256,@mie.utoronto.ca
10257,@cs.uoi.gr
10258,@brgm.fr
10259,@eng.cam.ac.uk
10260,@sep-all.com
10261,@luks.ch
10262,@cs.huji.ac.il
10263,@ntut.edu.tw
10264,@unir.net
10265,@lafayette.edu
10266,@santafe-conicet.gov.ar
10267,@salk.edu
10268,@imcb.a-star.edu.sg
10269,@ibima.eu
10270,@albion.edu
10271,@pppl.gov
10272,@andreapicchi.it
10273,@science.unideb.hu
10274,@fpce.up.pt
10275,@math.u-szeged.hu
10276,@kemi.uu.se
10277,@cesa.edu.co
10278,@oakland.edu
10279,@mail2.sysu.edu.cn
10280,@iowareadingresearch.org
10281,@veramed.co.uk
10282,@ucar.edu
10283,@jncasr.ac.in
10284,@ph.iitr.ac.in
10285,@hutton.ac.uk
10286,@student.unimelb.edu.au
10287,@accamargo.org.br
10288,@mpi-sws.org
10289,@ghi.re.kr
10290,@cfa.harvard.edu
10291,@ung.ac.id
10292,@rsm.nl
10293,@sunnybrook.ca
10294,@anthro.ox.ac.uk
10295,@science.ru.nl
10296,@cs.albany.edu
10297,@alumni.stanford.edu
10298,@everis.com
10299,@istruzione.it
10300,@faculty.umuc.edu
10301,@smail.iitm.ac.in
10302,@dfm.ulpgc.es
10303,@stolaf.edu
10304,@amu.edu.pl
10305,@slu.se
10306,@ufsj.edu.br
10307,@mails.ucas.ac.cn
10308,@umk.pl
10309,@hoefner-online.de
10310,@cs.ox.ac.uk
10311,@vut.ac.za
10312,@seri.com.sg
10313,@mc.pref.osaka.jp
10314,@nita.ac.in
10315,@udg.edu
10316,@staff.uni-marburg.de
10317,@univ-paris-diderot.fr
10318,@ciitlahore.edu.pk
10319,@cpqam.fiocruz.br
10320,@lumileds.com
10321,@gfz-potsdam.de
10322,@centralesupelec.fr
10323,@abo.fi
10324,@dynatest.com
10325,@uct.ac.za
10326,@jouy.inra.fr
10327,@iitd.ac.in
10328,@iusspavia.it
10329,@ipmras.ru
10330,@med.uni-duesseldorf.de
10331,@jacobs-university.de
10332,@netmode.ntua.gr
10333,@fafo.no
10334,@cu.edu.tr
10335,@clo.cuhk.edu.hk
10336,@oxfordmartin.ox.ac.uk
10337,@mcw.edu
10338,@alphascience.fr
10339,@volvocars.com
10340,@fr.thalesgroup.com
10341,@aspetar.com
10342,@educ.umass.edu
10343,@mmimicro.com
10344,@chi.uni-hannover.de
10345,@iib.unsam.edu.ar
10346,@wlf.la.gov
10347,@univer.kharkov.ua
10348,@insat.rnu.tn
10349,@dsv.su.se
10350,@vwi.unibe.ch
10351,@skolkovotech.ru
10352,@ccen.ufpb.br
10353,@uthsc.edu
10354,@all-souls.ox.ac.uk
10355,@iitm.ac.in
10356,@alumni.unav.es
10357,@ufpa.br
10358,@sta.uwi.edu
10359,@math.tsukuba.ac.jp
10360,@actrec.gov.in
10361,@umc.edu
10362,@lbl.gov
10363,@imbg.org.ua
10364,@fer.hr
10365,@pec.edu
10366,@cp.dias.ie
10367,@ciis.edu
10368,@eco.uva.es
10369,@ycm.uni-mysore.ac.in
10370,@msn.cn
10371,@skoltech.ru
10372,@ifro.ku.dk
10373,@unicreditbank.rs
10374,@awf.krakow.pl
10375,@psych.uw.edu.pl
10376,@hci.utah.edu
10377,@estudiante.uam.es
10378,@thomsonreuters.com
10379,@med.umich.edu
10380,@znu.ac.ir
10381,@huskers.unl.edu
10382,@uch.pe
10383,@cnes.fr
10384,@argo.ai
10385,@bccrc.ca
10386,@fiu.edu
10387,@umt.edu.my
10388,@math.ac.vn
10389,@bbk.ac.uk
10390,@iaushiraz.ac.ir
10391,@biosustain.dtu.dk
10392,@su.edu.sa
10393,@ibgm.uva.es
10394,@midwestern.edu
10395,@facc.ufrj.br
10396,@hofstra.edu
10397,@jntua.ac.in
10398,@eng.jkuat.ac.ke
10399,@usm.edu
10400,@stud.sbg.ac.at
10401,@amc.nl
10402,@nyspi.columbia.edu
10403,@utad.pt
10404,@kemi.dtu.dk
10405,@gantep.edu.tr
10406,@researchsupport.com.au
10407,@ucp.edu.pk
10408,@kellogg.northwestern.edu
10409,@imls.uzh.ch
10410,@pfizer.com
10411,@easternct.edu
10412,@green4life.sg
10413,@lincoln.ac.nz
10414,@syr.edu
10415,@Stanford.edu
10416,@ecu.edu
10417,@ufpe.br
10418,@drwren.com
10419,@forestry.gsi.gov.uk
10420,@webmail.np​ru.ac.th
10421,@abdn.ac.uk
10422,@urv.cat
10423,@iau.uni-frankfurt.de
10424,@pdx.edu
10425,@ibimet.cnr.it
10426,@ieo.es
10427,@ifsp.edu.br
10428,@uzh.ch
10429,@fullerton.edu
10430,@ortho.microport.com
10431,@city.ac.uk
10432,@conncoll.edu
10433,@gate.sinica.edu.tw
10434,@goums.ac.ir
10435,@uregina.ca
10436,@houstonmethodist.org
10437,@renci.org
10438,@eskisehir.edu.tr
10439,@lsis.com
10440,@ahu.edu.jo
10441,@summitllc.us
10442,@cs.utoronto.ca
10443,@murdoch.edu.au
10444,@northland.edu
10445,@LIMR.org
10446,@oncology.gu.se
10447,@gaziantep.edu.tr
10448,@ad.oka-pu.ac.jp
10449,@vp.pl
10450,@tmb.lth.se
10451,@aggiemail.usu.edu
10452,@aapt.net.au
10453,@earth.sinica.edu.tw
10454,@UTSouthwestern.edu
10455,@plen.ku.dk
10456,@email.und.edu
10457,@eri.u-tokyo.ac.jp
10458,@icm-institute.org
10459,@stonybrook.edu
10460,@raymond-lo.com
10461,@liverpool.ac.uk
10462,@open.ac.uk
10463,@mail.scut.edu.cn
10464,@uhk.cz
10465,@students.mq.edu.au
10466,@itera.ac.id
10467,@dartmouth.edu
10468,@upc.edu
10469,@sama.gov.sa
10470,@ncra.tifr.res.in
10471,@csustan.edu
10472,@unibs.it
10473,@oru.se
10474,@fkf.mpg.de
10475,@bnl.gov
10476,@rea.ru
10477,@cittaideale.eu
10478,@unilag.edu.ng
10479,@thermofisher.com
10480,@edu.uiz.ac.ma
10481,@snu.edu.in
10482,@qmu.ac.uk
10483,@polito.it
10484,@yorksj.ac.uk
10485,@cs.uni-bonn.de
10486,@fredhutch.org
10487,@issas.ac.cn
10488,@gu.se
10489,@unic.ac.cy
10490,@bdu.ac.in
10491,@uop.com
10492,@hongik.ac.kr
10493,@reutlingen-university.de
10494,@mse.gatech.edu
10495,@eee.psgtech.ac.in
10496,@iittp.ac.in
10497,@merck.com
10498,@med.hokudai.ac.jp
10499,@cnr.it
10500,@aut.ac.nz
10501,@erzurum.edu.tr
10502,@du.edu
10503,@zmbp.uni-tuebingen.de
10504,@bozok.edu.tr
10505,@jhsmiami.org
10506,@ibisc.univ-evry.fr
10507,@kiost.ac
10508,@eco.umass.edu
10509,@aimbrain.com
10510,@jgu.edu.in
10511,@suc.bitzh.edu.cn
10512,@usindh.edu.pk
10513,@medipol.edu.tr
10514,@fuller.edu
10515,@tuebingen.mpg.de
10516,@udc.es
10517,@upsi.edu.my
10518,@jefferson.edu
10519,@univ-st-etienne.fr
10520,@necsa.co.za
10521,@email.chop.edu
10522,@cgmh.org.tw
10523,@well.ox.ac.uk
10524,@rutgers.edu
10525,@mju.ac.kr
10526,@pic.es
10527,@uma.es
10528,@iit.academiaromana-is.ro
10529,@stern.nyu.edu
10530,@jax.org
10531,@banrep.gov.co
10532,@perceptia.com
10533,@ieseg.fr
10534,@sacredheart.edu
10535,@gss.scs.es
10536,@iislafe.es
10537,@agresearch.co.nz
10538,@pampano.unacar.mx
10539,@biol.lu.se
10540,@cs.sunysb.edu
10541,@id.uff.br
10542,@ee.sharif.edu
10543,@cshs.org
10544,@policlinicogemelli.it
10545,@chu-bordeaux.fr
10546,@soe.ucsc.edu
10547,@vlieger.nl
10548,@mail.fcu.edu.tw
10549,@aao.gov.au
10550,@spbstu.ru
10551,@csusm.edu
10552,@pos.iq.ufrj.br
10553,@artemishospitals.com
10554,@ise.cnr.it
10555,@stvincent.edu
10556,@journal.uad.ac.id
10557,@cs.ucsd.edu
10558,@polymat.eu
10559,@unina2.it
10560,@utm.my
10561,@ars.usda.gov
10562,@firat.edu.tr
10563,@normalesup.org
10564,@ime.unicamp.br
10565,@engr.orst.edu
10566,@esa.int
10567,@sophia.inria.fr
10568,@endocrinologia.org.mx
10569,@sauder.ubc.ca
10570,@bior.lv
10571,@essec.edu
10572,@yachaytech.edu.ec
10573,@Colorado.EDU
10574,@ottawaheart.ca
10575,@unizulu.ac.za
10576,@leegs.net
10577,@juit.ac.in
10578,@physics.ucsb.edu
10579,@dod.ufrn.br
10580,@foodtech.uni-kiel.de
10581,@udayton.edu
10582,@birzeit.edu
10583,@covab.mak.ac.ug
10584,@ssiet.in
10585,@astellas.com
10586,@kartverket.no
10587,@beaumont.ie
10588,@tal.upv.es
10589,@hse.ru
10590,@icb.cnr.it
10591,@amigo.edu.co
10592,@gtu.edu.tr
10593,@prefeitura.sp.gov.br
10594,@math.hr
10595,@tpu.ru
10596,@cau.ac.kr
10597,@univ-valenciennes.fr
10598,@ChicagoBooth.edu
10599,@ciitvehari.edu.pk
10600,@sxu.edu.cn
10601,@unipi.gr
10602,@psau.edu.sa
10603,@bs.su-tokyo.ac.jp
10604,@itesm.mx
10605,@sfr.fr
10606,@iprimus.com.au
10607,@ul.ie
10608,@cc.gatech.edu
10609,@crpp-bordeaux.cnrs.fr
10610,@rdiconnect.com
10611,@cmu.edu
10612,@noguchi.or.jp
10613,@evms.edu
10614,@ammanu.edu.jo
10615,@arthritis-research.org
10616,@msoe.edu
10617,@victorchang.edu.au
10618,@aiims.edu
10619,@mdx.ac.uk
10620,@csusb.edu
10621,@daad-alumni.de
10622,@neurosurgery.wisc.edu
10623,@nitp.ac.in
10624,@cs.drexel.edu
10625,@istanbul.edu.tr
10626,@espoch.edu.ec
10627,@caos.med.osaka-u.ac.jp
10628,@post.tau.ac.il
10629,@ches.ua.edu
10630,@health.nsw.gov.au
10631,@impcas.ac.cn
10632,@kp.org
10633,@sift.net
10634,@uoit.ca
10635,@fcfrp.usp.br
10636,@cisco.com
10637,@uhcw.nhs.uk
10638,@kasralainy.edu.eg
10639,@angstrom.uu.se
10640,@cgs.aau.dk
10641,@uvas.edu.pk
10642,@unilab.edu.br
10643,@umass.edu
10644,@ubu.es
10645,@ub.edu.sa
10646,@chapman.edu
10647,@dep.fie.umich.mx
10648,@tib.cas.cn
10649,@megvii.com
10650,@cenpat-conicet.gob.ar
10651,@hdr.mq.edu.au
10652,@polytechnique.org
10653,@unifei.edu.br
10654,@univ-lemans.fr
10655,@mandela.ac.za
10656,@ific.uv.es
10657,@theraxentechnologies.com
10658,@polysci.umass.edu
10659,@recherche.gov.pf
10660,@pmi.com
10661,@ibba.cnr.it
10662,@post.bgu.ac.il
10663,@isah.uni-hannover.de
10664,@TheRebers.net
10665,@ariel.ac.il
10666,@indosat.net.id
10667,@crick.ac.uk
10668,@home.ipe.ac.cn
10669,@imim.pl
10670,@chem.gu.se
10671,@nao.cas.cn
10672,@maths.leeds.ac.uk
10673,@mays.tamu.edu
10674,@vatt.fi
10675,@chim.upb.ro
10676,@cbtconsult.com
10677,@ihv.umaryland.edu
10678,@ese.tu-darmstadt.de
10679,@u-fukui.ac.jp
10680,@uni-siegen.de
10681,@mail.concordia.ca
10682,@cs.ntua.gr
10683,@unimib.it
10684,@desycon.de
10685,@fgv.br
10686,@karabuk.edu.tr
10687,@wit.ie
10688,@uchastings.edu
10689,@ifd.uni.wroc.pl
10690,@bgsu.edu
10691,@etfos.hr
10692,@ilsl.br
10693,@ec-lyon.fr
10694,@iiti.ac.in
10695,@uws.edu.au
10696,@sci.utah.edu
10697,@cse.tamu.edu
10698,@geol.uoa.gr
10699,@uniroma2.it
10700,@mail.neu.edu.cn
10701,@mans.edu.eg
10702,@utalca.cl
10703,@schulich.yorku.ca
10704,@hs-mittweida.de
10705,@smu.edu.cn
10706,@amc.uva.nl
10707,@med.kfs.edu.eg
10708,@du.ac.bd
10709,@security.re.kr
10710,@rcsi.ie
10711,@iciq.es
10712,@bitseducampus.ac.in
10713,@rz.uni-sb.de
10714,@grsu.by
10715,@kth.se
10716,@dfki.de
10717,@science.tanta.edu.eg
10718,@inha.ac.kr
10719,@apc.it
10720,@life.nthu.edu.tw
10721,@unwe.bg
10722,@neuro.uni-luebeck.de
10723,@ino.it
10724,@dna.uba.ar
10725,@trihydro.com
10726,@pku.edu.cn
10727,@emich.edu
10728,@knu.ac.kr
10729,@meredith.edu
10730,@epps.org
10731,@nuist.edu.cn
10732,@kitware.com
10733,@udea.edu.co
10734,@msudenver.edu
10735,@utar.edu.my
10736,@mta.ca
10737,@unifran.edu.br
10738,@chem.ucsb.edu
10739,@aegern.udl.cat
10740,@andc.du.ac.in
10741,@plantandfood.co.nz
10742,@hs-rm.de
10743,@ruc.edu.cn
10744,@quimica.udl.cat
10745,@simm.ac.cn
10746,@gustaveroussy.fr
10747,@uta.edu
10748,@ulbsibiu.ro
10749,@alumni.cmu.edu
10750,@orleans.inra.fr
10751,@unirioja.es
10752,@alfaisal.edu
10753,@tuwien.ac.at
10754,@cc.uoi.gr
10755,@sharjah.ac.ae
10756,@ufh.ac.za
10757,@itae.cnr.it
10758,@cirad.fr
10759,@ipe.ac.cn
10760,@clevelandmetroparks.com
10761,@insel.ch
10762,@parc.com
10763,@git.edu.cn
10764,@health.ny.gov
10765,@ing.uchile.cl
10766,@ph.tum.de
10767,@reading.ac.uk
10768,@ull.edu.es
10769,@epri.sgcc.com.cn
10770,@liu.se
10771,@natgeo.su.se
10772,@mat.uniroma3.it
10773,@cajal.csic.es
10774,@research.haifa.ac.il
10775,@umsha.ac.ir
10776,@slingerlandpolicyadvice.eu
10777,@univ-lyon2.fr
10778,@mmc.gov
10779,@ing.uc3m.es
10780,@hfhs.org
10781,@jadara.edu.jo
10782,@morehouse.edu
10783,@na.iut.ac.ir
10784,@si.edu
10785,@inpe.br
10786,@mek.dtu.dk
10787,@umb.sk
10788,@univ-bpclermont.fr
10789,@lut.fi
10790,@sbs.ox.ac.uk
10791,@zoo.nsw.gov.au
10792,@kist.re.kr
10793,@seas.harvard.edu
10794,@tencent.com
10795,@tvdsb.on.ca
10796,@uca.edu
10797,@haui.edu.vn
10798,@sunykorea.ac.kr
10799,@furb.br
10800,@mail.sdu.edu.cn
10801,@uvigo.es
10802,@neiu.edu
10803,@mail.huji.ac.il
10804,@ieh.uni-stuttgart.de
10805,@atc.us.es
10806,@law.tamu.edu
10807,@sas.upenn.edu
10808,@mvsu.edu
10809,@up.ac.th
10810,@ildong.com
10811,@gist.ac.kr
10812,@aust.edu.lb
10813,@ctc-ab.se
10814,@villanova.edu
10815,@dse.ufpb.br
10816,@geo.uni.lodz.pl
10817,@alumni.nthu.edu.tw
10818,@KI.AU.DK
10819,@innovnano-materials.com
10820,@uni-trier.de
10821,@rich.frb.org
10822,@um.edu.mt
10823,@aub.edu.lb
10824,@uea.edu.ec
10825,@toh.ca
10826,@fit.edu
10827,@verbeeld.be
10828,@mail.ntust.edu.tw
10829,@hsanmartino.it
10830,@foz.mu-sofia.bg
10831,@ntt.edu.vn
10832,@sce.carleton.ca
10833,@fluidigm.com
10834,@pbi.ac.in
10835,@du.edu.eg
10836,@saif.sjtu.edu.cn
10837,@ce.berkeley.edu
10838,@ipen.br
10839,@unisimonbolivar.edu.co
10840,@fullsail.edu
10841,@sru.edu
10842,@zin.ru
10843,@nplindia.org
10844,@polytechnique.edu
10845,@nrl.navy.mil
10846,@vub.be
10847,@univaq.it
10848,@chikyu.ac.jp
10849,@ull.es
10850,@ntnu.edu.tw
10851,@mail.utexas.edu
10852,@bpoly.edu.gh
10853,@ird.fr
10854,@math.iitb.ac.in
10855,@nupelia.uem.br
10856,@2014.hull.ac.uk
10857,@hcmute.edu.vn
10858,@mailbox.unideb.hu
10859,@fsw.eur.nl
10860,@arimagenomics.com
10861,@mshinstitute.org
10862,@orange.com
10863,@mail.doshisha.ac.jp
10864,@ktu.lt
10865,@unime.it
10866,@unipiloto.edu.co
10867,@port.ac.uk
10868,@cgc.edu.in
10869,@umu.se
10870,@cheo.on.ca
10871,@opgc.fr
10872,@jums.ac.ir
10873,@brri.gov.bd
10874,@kck.usm.my
10875,@wcmc.com
10876,@fc.ritsumei.ac.jp
10877,@srbiau.ac.ir
10878,@hitachizosen.co.jp
10879,@cerema.fr
10880,@mosfet.tu-tokyo.ac.jp
10881,@materials.ox.ac.uk
10882,@br.ibm.com
10883,@ymuh.ym.edu.tw
10884,@nagasaki-u.ac.jp
10885,@inalve.com
10886,@cchmc.org
10887,@blonay.co.uk
10888,@cop.ufl.edu
10889,@imamu.edu.sa
10890,@stami.no
10891,@aubg.edu
10892,@cbs.mpg.de
10893,@icn2.cat
10894,@ifet.ac.in
10895,@email.phoenix.edu
10896,@ceeri.res.in
10897,@uni.coventry.ac.uk
10898,@eie.gr
10899,@biomaterial.lipi.go.id
10900,@fpm.upsi.edu.my
10901,@almau.edu.kz
10902,@qualcomm.com
10903,@antioch.edu
10904,@inio.ac.ir
10905,@kmu.ac.ir
10906,@unt.edu
10907,@svha.org.au
10908,@iisertvm.ac.in
10909,@anadolu.edu.tr
10910,@cs.yale.edu
10911,@science.suez.edu.eg
10912,@mail.usyd.edu.au
10913,@cs.berkeley.edu
10914,@rit.edu
10915,@ccg.murdoch.edu.au
10916,@icb.csic.es
10917,@aphp.fr
10918,@ulster.ac.uk
10919,@mail.uc.edu
10920,@adarc.org
10921,@uern.br
10922,@pg.edu.pl
10923,@britishscienceassociation.org
10924,@burnet.edu.au
10925,@med.uni-muenchen.de
10926,@law.pace.edu
10927,@niaid.nih.gov
10928,@liris.cnrs.fr
10929,@myad.vn
10930,@fc.ul.pt
10931,@ui.ac.id
10932,@isr.tecnico.ulisboa.pt
10933,@krri.re.kr
10934,@intech.gov.ar
10935,@bli.uzh.ch
10936,@irap.omp.eu
10937,@brookes.ac.uk
10938,@health.gov.bt
10939,@cisjapan.net
10940,@chc.be
10941,@ku.ac.ae
10942,@mutah.edu.jo
10943,@ccia.uned.es
10944,@mail.nsysu.edu.tw
10945,@mah.se
10946,@uleth.ca
10947,@nmbu.no
10948,@bradford.ac.uk
10949,@iari.res.in
10950,@corex.com.au
10951,@otolaryngology.co.in
10952,@na.icar.cnr.it
10953,@icgeb.res.in
10954,@alumni.Princeton.EDU
10955,@yu.ac.kr
10956,@uni-muenster.de
10957,@meei.harvard.edu
10958,@gene.com
10959,@lip6.fr
10960,@ling.ed.ac.uk
10961,@ipn.mx
10962,@ifs.hr
10963,@oxy.edu
10964,@swarthmore.edu
10965,@ecology.kyoto-u.ac.jp
10966,@sic.shibaura-it.ac.jp
10967,@lewisu.edu
10968,@univ-rennes2.fr
10969,@mae.utcluj.ro
10970,@ff.up.pt
10971,@stu.ahu.edu.cn
10972,@snnu.edu.cn
10973,@circe.info
10974,@um5s.net.ma
10975,@uark.edu
10976,@nationwidechildrens.org
10977,@uerj.br
10978,@iwu.edu
10979,@llama.gs
10980,@zuyd.nl
10981,@gse.harvard.edu
10982,@biof.ufrj.br
10983,@usq.edu.au
10984,@noaa.gov
10985,@yenepoya.edu.in
10986,@sri.com
10987,@trinity.edu
10988,@avatar-da.com
10989,@ou.nl
10990,@bsb-education.com
10991,@akouos.com
10992,@uwyo.edu
10993,@itm.edu.co
10994,@akronpolysys.com
10995,@iitg.ac.in
10996,@wildlifegenetics.ca
10997,@decsai.ugr.es
10998,@tsinghua.edu.cn
10999,@fisica.ufjf.br
11000,@ghs.org
11001,@student.ethz.ch
11002,@hosei.ac.jp
11003,@qti.qualcomm.com
11004,@iugaza.edu.ps
11005,@fem.unicamp.br
11006,@ucr.ac.cr
11007,@phys.ens.fr
11008,@uas.edu.mx
11009,@unisa.it
11010,@tulatech.com
11011,@nnfc.re.kr
11012,@gauhati.ac.in
11013,@sakarya.edu.tr
11014,@unisg.it
11015,@gram.edu
11016,@toptica.com
11017,@grailbio.com
11018,@xtbg.ac.cn
11019,@iarc.fr
11020,@sussex.ac.uk
11021,@em.umaryland.edu
11022,@uca.ma
11023,@chem.ethz.ch
11024,@jmsb.concordia.ca
11025,@rider.edu
11026,@untz.ba
11027,@manhattan.edu
11028,@heig-vd.ch
11029,@ce.gatech.edu
11030,@chemie.uni-regensburg.de
11031,@nevsehir.edu.tr
11032,@njfu.edu.cn
11033,@civil.ubc.ca
11034,@livongo.com
11035,@mikepeel.net
11036,@buckinstitute.org
11037,@mail.missouri.edu
11038,@telecomitalia.it
11039,@ecs.soton.ac.uk
11040,@JHMI.EDU
11041,@uwm.edu.pl
11042,@uibk.ac.at
11043,@phytocom.co.in
11044,@m98.nthu.edu.tw
11045,@aun.edu.eg
11046,@fcu.edu.tw
11047,@kiit.ac.in
11048,@g.rit.edu
11049,@meyer.it
11050,@ise.fraunhofer.de
11051,@cch.aphp.fr
11052,@pu.ac.in
11053,@stulta.com
11054,@wim.mil.pl
11055,@biologia.ufrj.br
11056,@jamstec.go.jp
11057,@qorvo.com
11058,@greencross.com
11059,@ins.uni-bonn.de
11060,@hua.gr
11061,@fke.utm.my
11062,@imgge.bg.ac.rs
11063,@dbi.ufla.br
11064,@memsfield.com
11065,@entail.no
11066,@univ-lyon1.fr
11067,@kochi-u.ac.jp
11068,@pgimer.edu.in
11069,@cumc.columbia.edu
11070,@gsu.by
11071,@eit.lth.se
11072,@aya.yale.edu
11073,@famaf.unc.edu.ar
11074,@ll.mit.edu
11075,@uanl.mx
11076,@isp.uio.no
11077,@campus.unimib.it
11078,@biph.kiev.ua
11079,@neomed.edu
11080,@cidetec.es
11081,@cs.waikato.ac.nz
11082,@eecs.qmul.ac.uk
11083,@grads.ece.mcmaster.ca
11084,@cpfs.mpg.de
11085,@uis.edu.co
11086,@astron.com.au
11087,@cardioinfantil.org
11088,@samuseum.sa.gov.au
11089,@uao.edu.co
11090,@exseed.ed.ac.uk
11091,@beatson.gla.ac.uk
11092,@my.fsu.edu
11093,@cs.usm.my
11094,@machlea.com
11095,@vib.be
11096,@dangelo.audio
11097,@wvu.edu
11098,@uettaxila.edu.pk
11099,@hiim.hr
11100,@medicine.tamhsc.edu
11101,@bsse.ethz.ch
11102,@chembio.tu-tokyo.ac.jp
11103,@usjt.br
11104,@tobii.com
11105,@perdanauniversity.edu.my
11106,@inlea.com
11107,@unibz.it
11108,@autox.ai
11109,@sidra.org
11110,@wim.uni-koeln.de
11111,@mail.sbu.ac.ir
11112,@ifo.de
11113,@albertahealthservices.ca
11114,@lumc.nl
11115,@umkc.edu
11116,@wipm.ac.cn
11117,@nodai.ac.jp
11118,@mrsptu.ac.in
11119,@siemens.com
11120,@vnua.edu.vn
11121,@cs.bath.ac.uk
11122,@dongguk.ac.kr
11123,@fri.uni-lj.si
11124,@nova.edu
11125,@bah.com
11126,@mpim-bonn.mpg.de
11127,@qcc.cuny.edu
11128,@uncg.edu
11129,@thedwyers.org
11130,@artsci.wustl.edu
11131,@sonoma.edu
11132,@omtri.or.jp
11133,@psa.edu.my
11134,@cofcantabria.org
11135,@drury.edu
11136,@uwm.edu
11137,@unicampania.it
11138,@student.uml.edu
11139,@pc.rwth-aachen.de
11140,@autonoma.edu.co
11141,@wright.edu
11142,@moon.ibp.ac.cn
11143,@civil.AAU.dk
11144,@umc.edu.dz
11145,@reaxengineering.com
11146,@siswa.um.edu.my
11147,@csie.ntu.edu.tw
11148,@tccollege.org
11149,@nlu.edu.ua
11150,@bankofengland.co.uk
11151,@cqu.edu.cn
11152,@blr.amrita.edu
11153,@gis.a-star.edu.sg
11154,@daum.net
11155,@p.lodz.pl
11156,@vo.lu
11157,@psb.vib-ugent.be
11158,@atilim.edu.tr
11159,@swu.edu.cn
11160,@ship.edu
11161,@eye-hand.wustl.edu
11162,@itu.edu.tr
11163,@hamk.fi
11164,@maths.lth.se
11165,@canada.ca
11166,@waldste.in
11167,@fhi-berlin.mpg.de
11168,@u.nus.edu
11169,@RBGE.AC.UK
11170,@m.tohoku.ac.jp
11171,@iis.sinica.edu.tw
11172,@isan.troitsk.ru
11173,@econ.uzh.ch
11174,@chem.wayne.edu
11175,@icra.cat
11176,@unipa.it
11177,@nms.ac.uk
11178,@novia.fi
11179,@rakuten.com
11180,@eng.asu.edu.eg
11181,@ulp.org
11182,@mail.tsinghua.edu.cn
11183,@utpl.edu.ec
11184,@dupont.com
11185,@fsc.bu.edu.eg
11186,@asubio.com
11187,@stat.duke.edu
11188,@zjut.edu.cn
11189,@jit.edu.cn
11190,@ewha.ac.kr
11191,@uludag.edu.tr
11192,@uni-hamburg.de
11193,@onera.fr
11194,@uadec.edu.mx
11195,@ju.edu.jo
11196,@Capella.edu
11197,@Dartmouth.edu
11198,@rub.de
11199,@pbcsf.tsinghua.edu.cn
11200,@uwl.ac.uk
11201,@ems.u-toyama.ac.jp
11202,@technion.ac.il
11203,@medsfgh.ucsf.edu
11204,@usb.ch
11205,@medizin.uni-goettingen.de
11206,@med.mun.ca
11207,@unicas.it
11208,@utep.edu
11209,@Glasgow.ac.uk
11210,@mail.nvri.gov.tw
11211,@iqm.unicamp.br
11212,@leibniz-hki.de
11213,@mail.ugm.ac.id
11214,@medic.gu.se
11215,@czbiohub.org
11216,@tmu.edu.cn
11217,@jcmwave.com
11218,@amat.com
11219,@bmc.org
11220,@cs.princeton.edu
11221,@evolbio.mpg.de
11222,@cefe.cnrs.fr
11223,@econ.duke.edu
11224,@crystal.harvard.edu
11225,@audubon.org
11226,@hpe.com
11227,@online.liverpool.ac.uk
11228,@wneiz.pl
11229,@neurotrack.com
11230,@mas.bg.ac.rs
11231,@webster.edu
11232,@vtc.vt.edu
