article_id,title,cited_by,pub_year
7737,Association between early hyperoxia exposure after resuscitation from cardiac arrest and neurological disability: prospective multicenter protocol-directed cohort study,17481,2018
7738,Preparation and characterization of porous cross linked laccase aggregates for the decolorization of triphenyl methane and reactive dyes,27881,2012
7739,Modeling the relationship between corporate strategy and wealth creation using neural networks,5954,2000
7740,Gene Therapy to the Nervous System,822,1970
7741,Inhibition of mitochondrial Na+-dependent Ca2+ efflux by 17β-estradiol in the rat hippocampus,110,2011
7742,Note on the Free Energy of Transfer of Fullerene C60 Simulated by Using Classical Potentials,1302,2009
7743,"Prevalence of metabolic syndrome in population-based study, Vitoria, ES-Brazil",3727,2007
7744,Нарушения углеводного обмена у больных хроническими вирусными гепатитами с мутациями в гене гемо-хроматоза,33,1970
7745,Composition-controlled synthesis of bimetallic PdPt nanoparticles and their electro-oxidation of methanol,15415,2011
7746,Terrain Mechanics and Modeling Research Program: Enhanced Vehicle Dynamics Module,201,2009
7747,"Aid, peasants and social exclusion",240,1970
7748,Surface-based molecular self-assembly: Langmuir-Blodgett films of amphiphilic Ln (III) complexes,1776,2016
7749,Transplante de células tronco hematopoiéticas alogênico e doença do enxerto contra o hospedeiro aguda (DECHa): uma revisão da profilaxia e tratamento.,926,1970
7750,On the coupling between standing-wave thermoacoustic engine and piezoelectric transducer,1373,2007
7751,Influence of sirolimus on proteinuria in de novo kidney transplantation with expanded criteria donors: comparison of two CNI-free protocols,4737,2007
7752,Arabidopsis nanodomain-delimited ABA signaling pathway regulates the anion channel SLAH3,9249,2013
7753,Investigation and modeling of moisture sorption behaviour of rice starch/carboxymethyl chitosan blend films,1355,1970
7754,The domestic use of unmanned aerial vehicles,593,1970
7755,Nitric oxide in primary headaches,74403,2001
7756,Early warning signs for distressed projects,819,2005
7757,Spectroscopic investigation of modified single wall carbon nanotube (SWCNT),52804,2011
7758,A thermodynamic approach to designing structure-free combinatorial DNA word sets,23694,2005
7759,CRYSTAL 2014 user’s manual,41465,1970
7760,"Playing happy families? Private renting for middle-income households with children in London, Berlin and New York",1718,2015
7761,Direct tarsus to frontalis muscle sling without flap creation for correction of blepharoptosis with poor levator function,4549,2012
7762,Predictive current control with input filter resonance mitigation for a direct matrix converter,2690,2011
7763,High genetic diversity of Newcastle disease virus in wild and domestic birds in Northeastern China from 2013 to 2015 reveals potential epidemic trends,3054,2016
7764,Nanosizing of sodium ibuprofen by SAS method,1938,2015
7765,Selective dispersion of high purity semiconducting single-walled carbon nanotubes with regioregular poly (3-alkylthiophene) s,27120,2011
7766,Nonlinearity enhanced interfacial thermal conductance and rectification,14812,2013
7767,Size-selected clusters as heterogeneous model catalysts under applied reaction conditions,16195,1970
7768,Ferroelectric FET for nonvolatile memory application with two-dimensional MoSe2 channels,18325,2017
7769,Values and Success: Strategies for At-Risk Children and Youth.,3024,1970
7770,"Infection Rates in Dipetalogaster maximus (Reduviidae: Triatominae) by Trypanosoma cruzi in the Cape Region, Baja California Sur, México",2536,2003
7771,Purine and Pyrimidine Salvage in Whole Rat Brain UTILIZATION OF ATP-DERIVED RIBOSE-1-PHOSPHATE AND 5-PHOSPHORIBOSYL-1-PYROPHOSPHATE GENERATED IN EXPERIMENTS WITH DIALYZED CELL …,2242,2002
7772,"Dorsal cortex volume in male side-blotched lizards, Uta stansburiana, is associated with different space use strategies",3869,2009
7773,Separation of polyprenol and dolichol by monolithic silica capillary column chromatography,5425,2005
7774,In situ Synthesis of Fluorescent Gold Nanoclusters by Nontumorigenic Microglial Cells,551,2016
7775,Magnetic iron oxide and iron sulfide minerals within organisms,14521,1970
7776,Relationship of regional body composition to bone mineral density in college females.,2764,1995
7777,Genetic mosaics in strangler fig trees: implications for tropical conservation,1235,1991
7778,Meta-analysis of psychosocial interventions to reduce pain in patients with cancer,672,2012
7779,Optimized temporal excitation profiles in active thermography,1050,1970
7781,"An ethnobotanical study of medicinal plants used by the locals in Kishtwar, Jammu and Kashmir, India",27881,1970
7782,"Knowledge, attitudes and use of the guidelines for the treatment of moderate to severe plaque psoriasis among Dutch dermatologists",1388,2008
7783,分散電源の連系を考慮した配電系統潮流計算用機器モデルの開発,6000,1999
7784,Improved galactose fermentation of Saccharomyces cerevisiae through inverse metabolic engineering,7217,2011
7785,"Synthesis, structure and properties of [ReVL (O) Cl3],[ReVL (NR) Cl3],[ReIIIL (OPPh3) Cl3], and [ReIIIL (PPh3) Cl3][L= 2-(arylazo)-1-methylimidazole, R= aryl]",3084,1999
7786,Optimal investment and consumption under a continuous-time cointegration model with exponential utility,2497,2019
7787,Revisiting the Cyberball inclusion condition: Fortifying fundamental needs by making participants the target of specific inclusion,5,2018
7788,Readiness of the ATLAS liquid argon calorimeter for LHC collisions,149860,2010
7789,Lanthanides: Supramolecular Chemistry,1776,2011
7790,"Human and Smart Machine Co-Learning: Brain-Computer Interaction at the 2017 IEEE International Conference on Systems, Man, and Cybernetics",2858,2018
7791,Studying heart rate variability from ballistocardiography acquired by force platform: Comparison with conventional ECG,5027,2015
7792,Lower bounds for the eigenvalues of the Dirac operator: part I. The hypersurface Dirac operator,13987,2001
7793,Mid-infrared IRS spectroscopy of NGC 7331: A first look at the Spitzer Infrared Nearby Galaxies Survey (SINGS) legacy,60140,2004
7794,All-optical logic gates with bacteriorhodopsin films,31145,1996
7795,Alexithymia: a relevant psychological variable in near-fatal asthma,5580,2006
7796,Nonradical reactions in environmental remediation processes: uncertainty and challenges,29877,2018
7797,Histopathology as an approach to evaluate the effect of an oil spill on fishes of the Arroio Saldanha and Rio Iguacu (Brazil),926,2003
7798,Enteroviruses as causative agents in type 1 diabetes: loose ends or lost cause?,3521,2014
7799,Analysis of the steroid receptor coactivator 1 (SRC1)-CREB binding protein interaction interface and its importance for the function of SRC1,52804,2001
7800,Repeated estradiol treatment attenuates chronic cerebral hypoperfusion-induced neurodegeneration in rat hippocampus,110,2016
7801,Transmission gaps in one-dimensional Fibonacci quasiperiodic structure containing epsilon-negative materials,409,2010
7802,New model-based insights for strategic nitrogen recommendations adapted to given soil and climate,7167,2018
7803,Envisioning the future of early anticancer drug development,61072,2010
7804,Establishing UGV power requirements based on mission profiles,201,2006
7805,"Conformational effects on structure, electron states, and Raman scattering properties of linear carbon chains terminated by graphene-like pieces",1302,2010
7806,Reversible Binuclear Cu (II) Complex Formation in a New Sonogel− Cryptand Hybrid Material,1024,2002
7807,Estado nutricional e estilo de vida em vegetarianos e onívoros-Grande Vitória-ES,3727,1970
7808,Fragmentation in the market for venture capital,5954,1997
7809,A quantification of the significance of assimilatory starch for growth of Arabidopsis thaliana L. Heynh,9249,1991
7810,Direct evidence of O (p) holes in Li-doped NiO from Hartree-Fock calculations,41465,1996
7811,Obesity and risk of sepsis: A population‐based cohort study,17481,2013
7812,Comparison of comet 81P/Wild 2 dust with interplanetary dust from comets,15415,2008
7813,Effects of exogenous fibrolytic enzymes on ruminal digestibility in steers fed high fiber rations,4737,2009
7814,A modular multiphase heuristic solver for post enrolment course timetabling,23694,2008
7815,"Comparison of the digestibility of diets based on fish meal and soybean meal in Litopenaeus vannamei Boone 1931, using different temperatures and salinities for culture",2536,1970
7816,The genetic spectrum of a population-based sample of familial hemiplegic migraine,74403,2006
7817,Co-designing senior co-housing: the collaborative process of Featherstone Lodge,1718,1970
7818,Synthesis and characterization of carboxymethyl cellulose from durian rind.,1355,1970
7819,The Abortion Debate in Poland,210,1970
7820,Three-dimensional wave patterns in long air cavities on a horizontal plane,1373,2007
7821,Effects of dominance on vigilance in avian social groups,3869,1999
7822,Nanoporous Si as an efficient thermoelectric material,27120,2008
7823,Changes of the directional brain networks related with brain plasticity in patients with long-term unilateral sensorineural hearing loss,3054,2016
7824,Variation in the self‐incompatibility response within and among populations of the tropical shrub Witheringia solanacea (Solanaceae),1235,2006
7825,Transport of biomolecules in asymmetric nanofilter arrays,14812,2009
7826,A quantitative approach for evaluation of negative impact of overmanning on electrical and mechanical projects,819,2004
7827,Applications of sol–gel technique in material science,2396,1970
7828,Perceptions of health status and play activities in parents of overweight Hispanic toddlers and preschoolers,2764,2005
7829,Geometric tracking control of a quadrotor UAV on SE (3),3735,2010
7830,Relationship between the levels of purine salvage pathway enzymes and clinical/biological aggressiveness of human colon carcinoma.,2242,1994
7831,A comparative assessment of model predictive current control and space vector modulation in a direct matrix converter,2690,2013
7832,The Effect of the Risk Corridors Program on Marketplace Premiums and Participation,738,2017
7833,Engineering the future: African Americans in doctoral engineering programs,3024,2015
7834,Optoelectronic Properties of Few-Layer MoS2 FET Gated by Ferroelectric Relaxor Polymer,18325,2016
7835,Strain effects on As and Sb segregates immersed in annealed GaAs and GaSb by Raman spectroscopy,1938,2001
7836,An expert system for procedure generation of power system restoration in regional control center,6000,1991
7837,The drone wars of the 21st century: costs and benefits,593,1970
7838,"Маркеры инфицирования вирусами гепатитов В. С, D, G, у пострадавшего от катастрофы на ЧАЭС населения",33,1970
7839,Advantages of using imaged-based fluorescent analysis for nanomaterial studies,551,2012
7840,On the convexity correction approximation in pricing volatility swaps and vix futures,2497,2018
7841,Decomposition of hydroxylamine by hemoglobin,14521,1987
7842,Dalitz analysis of the decay ,149860,2001
7843,Needs and preferences of patients regarding basal cell carcinoma and cutaneous squamous cell carcinoma care: a qualitative focus group study,1388,2019
7844,Photothermal investigation of magnetostatic modes in yttrium iron garnet at high microwave power levels,1050,1990
7845,Oxovanadium (IV) Schiff base complexes encapsulated in zeolite-Y as catalysts for the liquid-phase hydroxylation of phenol,27881,2003
7846,Stability of dealloyed porous Pt/Ni nanoparticles,16195,2015
7847,Influence of yeast and lactic acid bacterium on the constituent profile of soy sauce during fermentation,5425,2017
7848,Stoichiometric network constraints on xylose metabolism by recombinant Saccharomyces cerevisiae,7217,2004
7849,Demand response of ancillary service from industrial loads coordinated with energy storage,13987,2017
7850,Prevalence of angle closure in siblings of patients with primary angle-closure glaucoma,4549,2015
7851,Accuracy performance analysis between war driving and war walking in metropolitan Wi-Fi localization,31145,2010
7852,How many manoeuvres should be done to measure maximal inspiratory mouth pressure in patients with chronic airflow obstruction?,5580,1989
7853,Plant phosphoproteomics: an update,9249,2009
7854,Behavioral intervention to promote smoking cessation and prevent weight gain: a systematic review and meta‐analysis,672,2009
7855,A long wavelength colourimetric chemosensor for fluoride,1776,2018
7856,A survey of H-alpha emission in normal galaxies,60140,1983
7857,Salicylic acid and analogues as diaCEST MRI contrast agents with highly shifted exchangeable proton frequencies,3084,2013
7858,Mitigating the limited scalability of bootstrapping through strategic alliances to enhance new venture growth,5954,2011
7859,"Glyphosate commercial formulation causes cytotoxicity, oxidative effects, and apoptosis on human cells: differences with its active ingredient",3727,2014
7860,Islet inflammation in human type 1 diabetes mellitus,3521,2014
7861,The energy density of jellyfish: estimates from bomb-calorimetry and proximate-composition,2652,2007
7862,Beat-to-beat heart rate detection by smartphone's accelerometers: Validation with ECG,5027,2016
7863,Carbocatalytic activation of persulfate for removal of antibiotics in water solutions,29877,2016
7864,The economics of co-housing,1718,1970
7865,Determination of the atmospheric neutrino flux and searches for new physics with AMANDA-II,52804,2009
7866,Optical properties of Au–TiO2 and Au–SiO2 granular metal thin films studied by spectroscopic ellipsometry,1024,2017
7867,On the design of high‐efficiency thermoelectric clathrates through a systematic cross‐substitution of framework elements,15415,2010
7868,"Structure, stability, depolarized light scattering, and vibrational spectra of fullerenols from all-electron density-functional-theory calculations",1302,2009
7869,17β-Estradiol upregulates ecto-5′-nucleotidase (CD73) in hippocampal synaptosomes of female rats through action mediated by estrogen receptor-α and-β,110,2016
7870,Psychomotor Intervention to stimulate Motor Development in 8-10-year-old schoolchildren,926,2017
7871,Production of Ethylene Absorber for Extending Posthavest Life of Mango cv,1355,1970
7872,Modelling soybean yield responses to seeding date under projected climate change scenarios,7167,2017
7873,Changes in spatial memory mediated by experimental variation in food supply do not affect hippocampal anatomy in mountain chickadees (Poecile gambeli),3869,2002
7874,Application of an off-road mobility model to autonomous cross-country routing of unmanned ground vehicles,201,2006
7875,Defect physics of CuGaS 2,41465,2010
7876,"II THE POTENTIAL, FOR CULTURE OF THE AMERICAN CICHLIDAE WITH EMPHASIS (ON CJCHLASOMA UROPHTHALMUS",2536,1970
7877,Circulating tumor cell biomarker panel as an individual-level surrogate for survival in metastatic castration-resistant prostate cancer,61072,2015
7878,Refraction and reflection from the interface of anisotropic materials,409,2019
7879,Phase modulation-based response-inhibition outcome prediction in translational scenario of stop-signal task,2858,2016
7880,Identifying patients with cellulitis who are likely to require inpatient admission after a stay in an ED observation unit,17481,2013
7881,Atomistic simulations of heat transport in silicon nanowires,27120,2009
7882,"Anther‐stigma separation is associated with inbreeding depression in Datura stramonium, a predominantly self‐fertilizing annual",1235,2002
7883,Decreased nociceptive flexion reflex threshold in chronic tension-type headache,74403,1993
7884,Satlib–the satisfiability library,23694,1970
7885,Fuzzy structural equation model to assess construction site safety performance,819,1970
7886,Study of a small-scale standing-wave thermoacoustic engine,1373,2010
7887,Gender equity in science: The global context,3024,1970
7888,Functional semiconductor nanowires via vapor deposition,18325,2011
7889,Differential organ toxicity in the adult zebra fish following exposure to acute sub-lethal doses of 10 nm silver nanoparticles,551,1970
7890,Erythropoietin alleviates hepatic insulin resistance via PPARγ-dependent AKT activation,3054,2015
7891,"By releasing ADP, Acanthamoeba castellanii causes an increase in the cytosolic free calcium concentration and apoptosis in wish cells",2242,2001
7892,Magnetotactic bacteria from extreme environments,14521,2013
7893,Series-expansion studies of random sequential adsorption with diffusional relaxation,14812,1997
7894,Function of the cytosolic N‐terminus of sucrose transporter AtSUT2 in substrate affinity,9249,2000
7895,Intertemporal substitution in health care demand: Evidence from the RAND Health Insurance Experiment,738,2019
7896,Carbon‐Based Yolk–Shell Materials for Fuel Cell Applications,16195,2014
7897,Transplantation of mesenchymal stem cells from young donors delays aging in mice,2764,2011
7898,The Law of Responsibility: A Response to Fragmentation,593,1970
7899,Life after App Uninstallation: Are the Data Still Alive? Data Residue Attacks on Android.,13987,2016
7900,Multiobjective switching state selector for finite-states model predictive control based on fuzzy decision making in a matrix converter,2690,2013
7901,System and method for maintaining real-time agent information for multi-channel communication queuing,31145,2008
7902,Measurements of properties of the Higgs boson decaying into the four-lepton final state in pp collisions at  TeV,149860,2017
7903,"MA Xueming Institute of Solid State Physics, Academia Sinica,; NANO-CRYSTALLINE MATERIALS FORMED BY HIGH ENERGY BALL MILLING [J]",2396,1970
7904,Photothermal characterization of inhomogeneous ferromagnetic resonance absorption in ferrites,1050,1988
7905,"Comprehensive radiolabeling, stability, and tissue distribution studies of technetium-99m single amino acid chelates (SAAC)",3084,2009
7906,Metabolome analysis reveals the effect of carbon catabolite control on the poly (γ-glutamic acid) biosynthesis of Bacillus licheniformis ATCC 9945,5425,2016
7907,"Dissolution properties, solid-state transformation and polymorphic crystallization: progesterone case study",1938,2014
7908,Safety of regular use of long-acting beta agonists as monotherapy or added to inhaled corticosteroids in asthma. A systematic review,5580,2009
7909,A hybrid computational approach for option pricing,2497,2018
7910,"Synthesis, characterization and properties of [RE1− xREx′] TiNbO6 dielectric ceramics",27881,2001
7911,Consequences of Dust in Metal-Rich HII Regions,60140,1995
7912,Nonlinear adaptive flight control using backstepping and neural networks controller,3735,2001
7913,Search and discovery by repeatedly successful entrepreneurs,5954,2013
7914,Exposure to and experiences with a computerized decision support intervention in primary care: results from a process evaluation,1388,2015
7915,The economic impact of holiday rentals in the UK: a project for HomeAway,1718,1970
7916,The improvement of water resistance property of paperboard by sf6 plasma,1355,1970
7917,Glaucoma in Iran and contributions of studies in Iran to the understanding of the etiology of glaucoma,4549,2015
7918,Preditores socioeconômicos da qualidade da alimentação de crianças,3727,2010
7919,Rotaxane-Based Transition Metal Complexes: Effect of the Mechanical Bond on Structure and Electronic Properties,1776,2018
7920,Changing Flux of Xylose Metabolites by Altering Expression of Xylose Reductase and Xylitol Dehydrogenase in Recombinant Saccharomyces cerevisiae,7217,1970
7921,"Infection of human islets of Langerhans with two strains of Coxsackie B virus serotype 1: assessment of virus replication, degree of cell death and induction of genes involved …",3521,2014
7922,PALLETIZED LOAD SYSTEM-CARGO SENSITIVITY STUDY.,201,1970
7923,Physiotherapy for tension-type headache: a controlled study,74403,2004
7924,Synthesis of Co oxide doped carbon aerogel catalyst and catalytic performance in heterogeneous oxidation of phenol in water,29877,2011
7925,"Lewis Acid−Base Interactions in Weakly Bound Formaldehyde Complexes with CO2, HCN, and FCN:  Considerations on the Cooperative H-Bonding Effects",1302,2008
7926,Untangling elevation-related differences in the hippocampus in food-caching mountain chickadees: the effect of a uniform captive environment,3869,1970
7927,Unenhanced helical CT criteria to differentiate distal ureteral calculi from pelvic phleboliths.,52804,1998
7928,Efficient benchmarking of hyperparameter optimizers via surrogates,23694,2015
7929,Development of a magneto-optical sensor prototype to measure current by means of the induced magnetic field,1024,2016
7930,Mechanical energy recovery during walking in patients with Parkinson disease,5027,2016
7931,The solvation of Na+ in water: First-principles simulations,27120,2000
7932,Rapid recent radiation of S-RNase lineages in Witheringia solanacea (Solanaceae),1235,2005
7933,"Effects of chronic cerebral hypoperfusion and low-dose progesterone treatment on apoptotic processes, expression and subcellular localization of key elements within Akt and Erk …",110,2015
7934,"Molecular characterisation of ERG, ETV1 and PTEN gene loci identifies patients at low and high risk of death from prostate cancer",61072,2010
7935,miR‐29a modulates tumor necrosis factor‐α‐induced osteogenic inhibition by targeting Wnt antagonists,3054,2015
7936,Global research alliance on agricultural greenhouse gases-benchmark and ensemble crop and grassland model estimates,7167,2016
7937,Handbook of industrial and organizational psychology,30888,1970
7938,Prevalence and correlates of breast and cervical cancer screening among a Midwest community sample of low-acculturated Latinas,13987,2013
7939,Creating an automated trigger for sepsis clinical decision support at emergency department triage using machine learning,17481,2017
7940,Polychaete assemblages of intertidal mixohaline flats of Bahía Samborombón (La Plata River estuary–Argentina),2536,1970
7941,An ab initio study of α-Al2O3 (0001): the effects of exchange and correlation functionals,41465,2000
7942,On-Line ELD Scheme of 2-Level Structure for Coal-Fired Unitswith Operating Constraints and Man-Machine Interface Taken into Account,6000,1987
7943,Terahertz tunable photonic crystal optical filter containing graphene and nonlinear electro-optic polymer,409,2019
7944,Metabolic labeling of plant cell cultures with K 15 NO 3 as a tool for quantitative analysis of proteins and metabolites,9249,2006
7945,Pd@ Pt core–shell concave decahedra: a class of catalysts for the oxygen reduction reaction with enhanced activity and durability,15415,2015
7946,Complexes of the fac-{Re (CO) 3}+ core with tridentate ligands derived from arylpiperazines,3084,2004
7947,Modulation of miRNA-155 alters manganese nanoparticle-induced inflammatory response,551,1970
7948,Exploring the EEG correlates of neurocognitive lapse with robust principal component analysis,2858,2016
7949,Widespread occurrence of the jellyfish Pelagia noctiluca in Irish coastal and shelf waters,2652,2008
7950,Simple carrier-based PWM technique for a three-to-nine-phase direct AC–AC converter,2690,2011
7951,Regulation of the rapamycin and FKBP-target 1/mammalian target of rapamycin and cap-dependent initiation of translation by the c-Abl protein-tyrosine kinase,27881,2000
7952,Air cavity with variable length under a model hull,1373,2011
7953,Glass forming ability and magnetic properties of Nd48Al20Fe27Co5 bulk metallic glass with distinct glass transition,2396,2004
7954,Desenvolvimento inicial do milho tratado com o preparado homeopático Nux vomica e submetido ao percevejo barriga-verde Dichelops melacanthus Dallas (Heteroptera: Pentatomidae),926,2016
7955,Occupational physicians’ perceived barriers and suggested solutions to improve adherence to a guideline on mental health problems: analysis of a peer group training,1388,2016
7956,An appropriate approach to pricing European-style options with the Adomian decomposition method,2497,2018
7957,"Catholicism, Country, and the Construction of Gender: Catholic Women in Poland and the US",3024,1999
7958,"Mechanistic studies on bovine cytosolic 5′‐nucleotidase II, an enzyme belonging to the HAD superfamily",2242,2004
7959,Causes of construction delays in Qatar construction projects,819,2016
7960,Strain versus dislocation model for understanding the heteroepitaxial growth of nanowires,18325,2010
7961,Entrepreneurial discovery by the working poor,5954,2006
7962,"Effect of fasting on free fatty acid, glycerol and cholesterol concentrations in blood plasma and lipoprotein lipase activity in adipose tissue of cattle",2764,1981
7963,Topological effect on thermal conductivity in graphene,14812,2010
7964,Anisotropy in carbon fiber reinforced polymer (CFRP) and its effect on induction thermography,1050,2017
7965,Gold dissolution: towards understanding of noble metal corrosion,16195,1970
7966,The Health Insurance Marketplaces,738,2018
7967,The Existing Suvannaphum at Wat Pra Yeun,1355,1970
7968,Tiotropium and risk for fatal and nonfatal cardiovascular events in patients with chronic obstructive pulmonary disease: systematic review with meta-analysis,5580,2009
7969,Nonlinear robust tracking control of a quadrotor UAV on SE (3),3735,2013
7970,Microbial biomass and community structure of a stromatolite from an acid mine drainage system as determined by lipid analysis,14521,2007
7971,Search for new high-mass phenomena in the dilepton final state using 36 fb−1 of proton-proton collision data at  TeV with the ATLAS detector,149860,2017
7972,Application of gas chromatography/flame ionization detector-based metabolite fingerprinting for authentication of Asian palm civet coffee (Kopi Luwak),5425,2015
7973,Virtualization and cloud computing,31145,1970
7974,EXAFS and XRD studies of an amorphous Co57Ti43 alloy produced by mechanical alloying,1938,2007
7975,The wider benefits of investments in the cultural heritage in the western Balkans: a pilot study,1718,1970
7976,Induction of an antiviral state and attenuated coxsackievirus replication in type III interferon-treated primary human pancreatic islets,3521,2013
7977,Enhanced dense gas fraction in ultraluminous infrared galaxies,60140,2009
7978,Prevalência de depressão em usuários de unidades de atenção primária,3727,2012
7979,"Assessment of demyelination, edema, and gliosis by in vivo determination of T1 and T2 in the brain of patients with acute attack of multiple sclerosis",74403,1989
7980,INDIVIDUAL-DIFFERENCES IN THE BEHAVIOR OF THE SIBERIAN TIT (PARUS-CINCTUS BODD) AND THE WILLOW TIT (PARUS-MONTANUS BALD) IN FORAGING AND STORING FOOD,3869,1986
7981,Primary particulate matter emissions and trends from Canadian agriculture,7167,2015
7982,Molecular cloning of XYL3 (D-xylulokinase) from Pichia stipitis and characterization of its physiological function,7217,2002
7983,Relay assisted cellular system for energy minimization,29,2010
7984,A configuration interaction model to investigate many-electron systems in cavities,1302,2001
7985,A bridge too far: testing the limits of polypyridyl ligands in bridging soluble subunits of a coordination polymer,1776,2017
7986,Risk scoring for the primary prevention of cardiovascular disease,672,1970
7987,Direct reductive alkylation of amino acids: synthesis of bifunctional chelates for nuclear imaging,3084,2004
7988,Automated synthesis of mechanisms with consideration of mechanical efficiency,3054,2014
7989,17β-estradiol modulates mitochondrial Ca2+ flux in rat caudate nucleus and brain stem,110,2012
7990,HEMTT Dynamic Sensitivity to Small Obstacles at Low Velocities. Report 2. Validation Study Using VEHDYN 3.0.,201,1995
7991,Red mud and fly ash supported Co catalysts for phenol oxidation,29877,2012
7992,Tunable surface waves in nonlinear graphene-based one-dimensional-photonic crystal,409,2017
7993,Sequential model-based optimization for general algorithm configuration (extended version),23694,1970
7994,Tumor clone dynamics in lethal prostate cancer,61072,2014
7995,Pollinator abundance and pollen limitation of a solanaceous shrub at premontane and lower montane sites,1235,2008
7996,Change in stereospecificity of bovine lens aldose reductase modified by oxidative stress.,2242,1989
7997,MWCNT-conducting polymer composite based ammonia gas sensors: A new approach for complete recovery process,52804,2014
7998,Research Update: Materials design of implantable nanogenerators for biomechanical energy harvesting,18325,2017
7999,ProMEX: a mass spectral reference database for proteins and protein phosphorylation sites,9249,2007
8000,Home Improvement Grants in Trinidad and England,1718,2011
8001,Enhancing the internal validity of entrepreneurship experiments by assessing treatment effects at multiple levels across multiple trials,5954,2010
8002,Functional evaluation and rehabilitation engineering,5027,2011
8003,Surface chemistry manipulation of gold nanorods preserves optical properties for bio-imaging applications,551,2015
8004,"Multicenter, randomized trial of quantitative pretest probability to reduce unnecessary medical radiation exposure in emergency department patients with chest pain and dyspnea",17481,2014
8005,A Monte Carlo study of wetting transitions in polymer blends confined to a capillary,14812,1996
8006,"Effects of silymarin on the oxidative stress in patients with alcoholic liver cirrhosis. Results from a controlled, double blind, randomized pilot clinical trial.",1024,1998
8007,Internal medicine specialists' attitudes towards working part-time: a comparison between 1996 and 2004,1388,2006
8008,"Electronic properties of U X 3 (X= Ga, Al, and Sn) compounds in high magnetic fields: Transport, specific heat, magnetization, and quantum oscillations",41465,1999
8009,Educational data mining & students’ performance prediction,71,1970
8010,Robust Adaptive Attitude Tracking onWith an Application to a Quadrotor UAV,3735,2012
8011,Fatores de risco associados à falha de crescimento no seguimento de recém-nascidos de muito baixo peso,926,2016
8012,Aerodynamic characteristics of NACA 4412 airfoil sction with flap,1373,2009
8013,水淬法制备 W 丝/Zr 基大块金属玻璃复合棒材研究,2396,1970
8014,Mosaic: Processing a trillion-edge graph on a single machine,27881,2017
8015,Pricing European options on regime-switching assets: a comparative study of Monte Carlo and finite-difference approaches,2497,2017
8016,Creatine supplementation increases renal disease progression in Han: SPRD-cy rats,2764,2001
8017,Flexible cue use in food-caching birds,3869,2009
8018,Damage to treasury: Abnormally low tenders in public construction works,819,2009
8019,Search for Higgs boson pair production in the  final state from pp collisions at s=8 TeVwith the ATLAS detector,149860,2015
8020,Control of a matrix converter with imposed sinusoidal source currents,2690,2012
8021,A possible role for LTBP2 in the etiology of primary angle closure glaucoma,4549,2015
8022,Zerstörungsfreie thermographische Methoden zur Detektion von Fehlern an Massivumform-Teilen,1050,2007
8023,The sequential QM/MM method and its applications to solvent effects in electronic and structural properties of solutes,1302,1970
8024,Patient perception and acceptability of multidose dry powder inhalers: a randomized crossover comparison of Diskus/Accuhaler with Turbuhaler,5580,2002
8025,"Controlled vapor phase growth of single crystalline, two-dimensional GaSe crystals with high photoresponse",15415,2014
8026,In situ CO oxidation on well characterized Pt3Sn (hkl) surfaces: A selective review,16195,2005
8027,The m6A reader ECT2 controls trichome morphology by affecting mRNA stability in Arabidopsis,13987,2018
8028,Effects of Zinc Oxide Nanoparticles on the Properties of Pectin/Alginate Edible Films,1355,1970
8029,Quantum Monte Carlo calculations of nanostructure optical gaps: Application to silicon quantum dots,27120,2002
8030,Novel strategy for non-targeted isotope-assisted metabolomics by means of metabolic turnover and multivariate analysis,5425,2014
8031,"The tolerance to salinity, respiratory characteristics and potential for aquaculture of the Central American cichlid, Cichlasoma synspilum (Hubbs, 1935)",2536,1996
8032,The incidence of highly obscured star-forming regions in SINGS galaxies,60140,2007
8033,Pressure-induced effects on the structural properties of iron selenides produced by mechano-synthesis,1938,2004
8034,"Fatores de risco cardiovascular em crianças de 7 a 10 anos de área urbana, Vitória, Espírito Santo, Brasil",3727,1970
8035,Family development and adjustment to marital separation,3024,1983
8036,An isochemogenic set of inhibitors to define the therapeutic potential of histone deacetylases in β-cell protection,3521,2015
8037,Concomitant atrial fibrillation surgery for people undergoing cardiac surgery,672,1970
8038,The status of the p53 gene in human papilloma virus positive or negative cervical carcinoma cell lines,31145,1992
8039,Monitoring and analysis of multiplicative characteristic variations for adhesive electrode by using self-electrocardiogram signals,2858,2015
8040,Delayed hyperemia following hypoperfusion in classic migraine: single photon emission computed tomographic demonstration,74403,1988
8041,Luminescent Sensing,1776,2012
8042,"Distribution of Y-chromosome-bearing cells in gonadoblastoma and dysgenetic testis in 45, X/46, XY infants",4737,2005
8043,Dielectrophoretic relay assisted molecular communication for in-sequence molecule delivery,29,2016
8044,"Al Qaeda, the Taliban, and Conflict in Afghanistan",593,1970
8045,"Why Do HMOs Spend Less? Patient Selection, Physician Price Sensitivity, and Prices",738,2017
8046,Deciphering unusual uncultured magnetotactic multicellular prokaryotes through genomics,14521,2014
8047,Facile synthesis of hierarchically structured magnetic MnO2/ZnFe2O4 hybrid materials and their performance in heterogeneous activation of peroxymonosulfate,29877,2014
8048,Longitudinal spin transfer to  and  hyperons in polarized proton-proton collisions at ,18325,2009
8049,Effect of Chelators on the Pharmacokinetics of 99mTc-Labeled Imaging Agents for the Prostate-Specific Membrane Antigen (PSMA),3084,2013
8050,Total optimization of smart city by global-best brain storm optimization,6000,2018
